company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title
Contreras Law Firm,San Diego,CA,San Diego,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Smith Family Law APC,San Diego,CA,San Diego,Family Law Firm,6,$800K-$2M,Managing Partner,Managing Partner
Heights Law Group,Houston,TX,Houston,Estate Planning Firm,8,$800K-$2M,Managing Partner,Managing Partner
McCreary Law Office PLLC,Houston,TX,Houston,Estate Planning Firm,6,$800K-$2M,Managing Partner,Managing Partner
Nance & Simpson LLP,Houston,TX,Houston,Estate Planning Firm,8,$800K-$2M,Managing Partner,Managing Partner
Nimmons & Fronterhouse,Houston,TX,Houston,Estate Planning Firm,7,$800K-$2M,Managing Partner,Managing Partner
Colorado Estate Planning Law Center,Denver,CO,Denver,Estate Planning Firm,10,$800K-$2M,Managing Partner,Managing Partner
Meurer & Potter Law Office,Denver,CO,Denver,Estate Planning Firm,8,$800K-$2M,Managing Partner,Managing Partner
Wills & Wellness Estate Planning,Denver,CO,Denver,Estate Planning Firm,6,$800K-$2M,Managing Partner,Managing Partner
Law Offices of M. Kent Olsen PC,Denver,CO,Denver,Estate Planning Firm,7,$800K-$2M,M. Kent Olsen,Founding Attorney
Brierton Jones & Jones,San Diego,CA,San Diego,Estate Planning Firm,10,$800K-$2M,Managing Partner,Managing Partner
Law Office of Suzanne P. Nicholl PC,San Diego,CA,San Diego,Estate Planning Firm,6,$800K-$2M,Suzanne P. Nicholl,Founding Attorney
San Diego Legacy Law PC,San Diego,CA,San Diego,Estate Planning Firm,7,$800K-$2M,Nicole D'Ambrogi,Founding Attorney
Mark Ignacio Law APC,San Diego,CA,San Diego,Estate Planning Firm,6,$800K-$2M,Mark Ignacio,Founding Attorney
Klenk Law,Philadelphia,PA,Philadelphia,Estate Planning Firm,10,$800K-$2M,Managing Partner,Managing Partner
Steven J. Fromm & Associates PC,Philadelphia,PA,Philadelphia,Estate Planning Firm,8,$800K-$2M,Steven J. Fromm,Founding Attorney
Metka Law LLC,Philadelphia,PA,Philadelphia,Estate Planning Firm,7,$800K-$2M,Managing Partner,Managing Partner
Anthony J. Caiazzo Jr. Esquire,Philadelphia,PA,Philadelphia,Estate Planning Firm,5,$500K-$1.5M,Anthony J. Caiazzo Jr.,Founding Attorney
Josh Wang Law,Los Angeles,CA,Los Angeles,Estate Planning Firm,6,$800K-$2M,Josh Wang,Founding Attorney
Law Offices of Alice A. Salvo,Woodland Hills,CA,Los Angeles,Estate Planning Firm,8,$800K-$2M,Alice A. Salvo,Founding Attorney
Schomer Estate & Wealth Advisors,Los Angeles,CA,Los Angeles,Estate Planning Firm,10,$1M-$3M,Managing Partner,Managing Partner
Mobley & Gontarek PLLC,Nashville,TN,Nashville,Estate Planning Firm,7,$800K-$2M,Managing Partner,Managing Partner
Music City Estate Law,Franklin,TN,Nashville,Estate Planning Firm,6,$800K-$2M,Managing Partner,Managing Partner
Cook Tillman Law Group,Nashville,TN,Nashville,Estate Planning Firm,10,$800K-$2M,Managing Partner,Managing Partner
Meyring Law Firm,Atlanta,GA,Atlanta,Estate Planning Firm,7,$800K-$2M,Managing Partner,Managing Partner
Perigon Legal Services,Atlanta,GA,Atlanta,Estate Planning Firm,8,$800K-$2M,Stan Faulkner,Lead Counsel
Grissom Law LLC,Johns Creek,GA,Atlanta,Estate Planning Firm,7,$800K-$2M,Managing Partner,Managing Partner
Brian M. Douglas & Associates LLC,Atlanta,GA,Atlanta,Estate Planning Firm,8,$800K-$2M,Brian M. Douglas,Founding Attorney
DiRaimondo & Schroeder LLP,New York,NY,New York City,Immigration Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Prizant Law,New York,NY,New York City,Immigration Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Berd & Klauss PLLC,New York,NY,New York City,Immigration Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Akst & Akst PLLC,New York,NY,New York City,Immigration Law Firm,8,$800K-$2M,George Akst,Founding Attorney
Xu Law Group,New York,NY,New York City,Immigration Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Immigration Law of Los Angeles,Los Angeles,CA,Los Angeles,Immigration Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Romben Law APC,West Covina,CA,Los Angeles,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Law Firm of Anish Vashistha APLC,Los Angeles,CA,Los Angeles,Immigration Law Firm,7,$800K-$2M,Anish Vashistha,Founding Attorney
Law Offices of Diana L. Levy PA,Los Angeles,CA,Los Angeles,Immigration Law Firm,6,$800K-$2M,Diana L. Levy,Founding Attorney
Vega & Associates,Houston,TX,Houston,Immigration Law Firm,10,$1M-$3M,Adan Vega,Founding Attorney
Law Office of Shelle-Ann Simon,Houston,TX,Houston,Immigration Law Firm,7,$800K-$2M,Shelle-Ann Simon,Founding Attorney
The Modi Law Firm PLLC,Houston,TX,Houston,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Naimeh Salem & Associates PLLC,Houston,TX,Houston,Immigration Law Firm,8,$800K-$2M,Naimeh Salem,Founding Attorney
Law Office of Wilfredo O. Allen,Miami,FL,Miami,Immigration Law Firm,8,$800K-$2M,Wilfredo O. Allen,Founding Attorney
Yolanda Mendoza Law,Miami,FL,Miami,Immigration Law Firm,6,$800K-$2M,Yolanda Mendoza,Founding Attorney
Montz & Coste PLLC,Miami,FL,Miami,Immigration Law Firm,6,$800K-$2M,Sophia Montz,Founding Attorney
Saleh & Associates,Miami,FL,Miami,Immigration Law Firm,8,$800K-$2M,Anis Saleh,Founding Attorney
Sverdloff Law Group,Chicago,IL,Chicago,Immigration Law Firm,7,$800K-$2M,Julia Sverdloff,Founding Attorney
Help Law Offices LLC,Chicago,IL,Chicago,Immigration Law Firm,6,$800K-$2M,Seyit A. Sahin,Principal Attorney
Milla & Associates LLC,Chicago,IL,Chicago,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Akula & Associates PC,Dallas,TX,Dallas,Immigration Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Law Office of Yovanna Vargas,Dallas,TX,Dallas,Immigration Law Firm,6,$800K-$2M,Yovanna Vargas,Founding Attorney
The Mathew Law Firm,Dallas,TX,Dallas,Immigration Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Christensen Immigration Attorneys,Coppell,TX,Dallas,Immigration Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Capitol Immigration Law Group PLLC,Washington,DC,Washington DC,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Haynes Novick Kohn Immigration,Washington,DC,Washington DC,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
The Patel Law Group,Washington,DC,Washington DC,Immigration Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Beach-Oswald Immigration Law Associates PC,Washington,DC,Washington DC,Immigration Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Hecht Kleeger & Damashek,New York,NY,New York City,Personal Injury Law Firm,12,$1M-$3M,Managing Partner,Managing Partner
Dansker & Aspromonte Associates LLP,New York,NY,New York City,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Law Office of Richard M. Kenny,New York,NY,New York City,Personal Injury Law Firm,8,$800K-$2M,Richard M. Kenny,Founding Attorney
KRLG Injury Lawyers,Phoenix,AZ,Phoenix,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Kelly Law Team,Phoenix,AZ,Phoenix,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Mick Levin PLC,Phoenix,AZ,Phoenix,Personal Injury Law Firm,7,$800K-$2M,Mick Levin,Founding Attorney
Wyatt Injury Law,Phoenix,AZ,Phoenix,Personal Injury Law Firm,6,$800K-$2M,Justin L. Wyatt,Founding Attorney
Dewey Ramsay & Hunt PA,Charlotte,NC,Charlotte,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Brown Moore & Associates PLLC,Charlotte,NC,Charlotte,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
A&S Personal Injury Lawyers,Charlotte,NC,Charlotte,Personal Injury Law Firm,8,$800K-$2M,Matt Arnold,Co-Founder
Law Offices of William H. Harding,Charlotte,NC,Charlotte,Personal Injury Law Firm,7,$800K-$2M,William H. Harding,Founding Attorney
Tobin Injury Law,Atlanta,GA,Atlanta,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Slappey & Sadd LLC,Atlanta,GA,Atlanta,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Kaufman Injury Law,Atlanta,GA,Atlanta,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Atlanta Legal Care,Atlanta,GA,Atlanta,Personal Injury Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Matos Personal Injury Lawyers,Lakewood,CO,Denver,Personal Injury Law Firm,7,$800K-$2M,Lisandra Matos,Founding Attorney
The Gold Law Firm,Denver,CO,Denver,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Donaldson Law LLC,Denver,CO,Denver,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Dolan Law Firm,San Francisco,CA,San Francisco Bay Area,Personal Injury Law Firm,12,$1M-$3M,Christopher B. Dolan,Founding Attorney
Sally Morin Law,San Francisco,CA,San Francisco Bay Area,Personal Injury Law Firm,8,$800K-$2M,Sally Morin,Founding Attorney
Harris Personal Injury Lawyers,San Francisco,CA,San Francisco Bay Area,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Hall Law Personal Injury Attorneys,Minneapolis,MN,Minneapolis,Personal Injury Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Fay & Associates,Minneapolis,MN,Minneapolis,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Tyroler Leonard Injury Law,Minneapolis,MN,Minneapolis,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Rinaldo Law Group,Tampa,FL,Tampa,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Franchi Law,Tampa,FL,Tampa,Personal Injury Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Slater Grant,Tampa,FL,Tampa,Personal Injury Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Mickey Keenan PA,Tampa,FL,Tampa,Personal Injury Law Firm,7,$800K-$2M,Mickey Keenan,Founding Attorney
Valanzola Law Group,Hingham,MA,Boston,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Vetstein Law Group PC,Framingham,MA,Boston,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Calabrese Law Associates,Boston,MA,Boston,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Alavi + Braza PC,Boston,MA,Boston,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Lubenesky & Associates LLC,Northern New Jersey,NJ,Northern New Jersey,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
M. Ross & Associates,Bergen County,NJ,Northern New Jersey,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Petriello Law,Northern New Jersey,NJ,Northern New Jersey,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
The Matus Law Group,New Jersey,NJ,Northern New Jersey,Real Estate Law Firm,8,$800K-$2M,Christine Matus,Founding Attorney
Sullivan Law Offices,Dallas,TX,Dallas,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Holmes Firm PC,Dallas,TX,Dallas,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Kaplan & Cruz PLLC,Dallas,TX,Dallas,Real Estate Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Lawrence Law PLLC,Dallas,TX,Dallas,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Jutla Legal,Chicago,IL,Chicago,Real Estate Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
Gordon & Pikarski,Chicago,IL,Chicago,Real Estate Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
The Sherrod Law Firm,Chicago,IL,Chicago,Real Estate Law Firm,6,$800K-$2M,Managing Partner,Managing Partner
Bradford Miller Law PC,Chicago,IL,Chicago,Real Estate Law Firm,8,$800K-$2M,Bradford Miller,Founding Attorney
Tucker Agency LLC,Nashville,TN,Nashville,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Palmer & Wallace Insurance,Nashville,TN,Nashville,Insurance Brokerage,6,$500K-$1.5M,Managing Partner,Managing Partner
Ballenger Brokerage,Nashville,TN,Nashville,Insurance Brokerage,5,$500K-$1M,Managing Partner,Managing Partner
RSC Insurance Brokerage Inc,Nashville,TN,Nashville,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Brooke the Broker Insurance,Dallas,TX,Dallas,Insurance Brokerage,6,$500K-$1.5M,Managing Partner,Managing Partner
Brooks Cannon Insurance Group,Dallas,TX,Dallas,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
The Gibb Agency,Dallas,TX,Dallas,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Lipscomb Insurance Group Inc,Dallas,TX,Dallas,Insurance Brokerage,15,$1M-$2M,Managing Partner,Managing Partner
Thomas Ward Insurance Group,Chicago,IL,Chicago,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Lakeview Insurance,Chicago,IL,Chicago,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Jos. Cacciatore & Co Insurance Agency,Chicago,IL,Chicago,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
The Allen Thomas Group,Atlanta,GA,Atlanta,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Rob Hill Insurance Group,Atlanta,GA,Atlanta,Insurance Brokerage,8,$500K-$2M,Rob Hill,Owner
Townley Kenton,Atlanta,GA,Atlanta,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Safe Insurance Group,Miami,FL,Miami,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Southeast Insurance Group,Miami,FL,Miami,Insurance Brokerage,12,$800K-$2M,Managing Partner,Managing Partner
Butler Buckley & Deets,Miami,FL,Miami,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Texan Insurance,Houston,TX,Houston,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Kingspoint Insurance Agency Inc,Houston,TX,Houston,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
IHS Insurance Group,Houston,TX,Houston,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Coriano Insurance Agency,Phoenix,AZ,Phoenix,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Independent Insurance Brokers Arizona,Phoenix,AZ,Phoenix,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Kelley's Insurance Services,Phoenix,AZ,Phoenix,Insurance Brokerage,6,$500K-$1.5M,Managing Partner,Managing Partner
Kerth Insurance & Associates,Phoenix,AZ,Phoenix,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Longevity Brokers,Denver,CO,Denver,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Colorado Insurance Broker Inc,Denver,CO,Denver,Insurance Brokerage,6,$500K-$1.5M,Managing Partner,Managing Partner
Square State Insurance,Denver,CO,Denver,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Bonnie Brae Insurance,Denver,CO,Denver,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Kuzbiel Insurance Brokers,Denver,CO,Denver,Insurance Brokerage,7,$500K-$1.5M,Managing Partner,Managing Partner
Metro Boston Insurance Agency,Chelsea,MA,Boston,Insurance Brokerage,8,$500K-$2M,Managing Partner,Managing Partner
Charles River Insurance,Framingham,MA,Boston,Insurance Brokerage,10,$800K-$2M,Managing Partner,Managing Partner
Winchell CPA & Advisory,Nashville,TN,Nashville,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Heimerl & Lammers,Minneapolis,MN,Minneapolis,Family Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Sobol Family Law,Minneapolis,MN,Minneapolis,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
FreedomTax Accounting,Orlando,FL,Orlando,Tax Preparation Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Infinity Accounting Solutions,Tampa,FL,Tampa,Bookkeeping Firm,6,$300K-$800K,Managing Partner,Managing Partner
Dearolf & Mereness LLP,Tampa,FL,Tampa,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Marsocci Appleby and Company PA,Tampa,FL,Tampa,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Babione Kuehler & Company,Orlando,FL,Orlando,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Hacker Johnson & Smith PA,Tampa,FL,Tampa,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Carter & Company CPA,Atlanta,GA,Atlanta,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Lucrum Consulting,Charlotte,NC,Charlotte,Bookkeeping Firm,6,$300K-$800K,Managing Partner,Managing Partner
Carolina Accounting & Tax Service PLLC,Charlotte,NC,Charlotte,Bookkeeping Firm,5,$300K-$800K,Managing Partner,Managing Partner
Tharrington CPA PLLC,Charlotte,NC,Charlotte,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Moroney Law Group PLLC,Nashville,TN,Nashville,Estate Planning Firm,6,$800K-$2M,Jennifer Moroney,Founding Attorney
Law Offices of David Stein,Washington,DC,Washington DC,Family Law Firm,6,$800K-$2M,David Stein,Founding Attorney
Jeffrey Law PA,Miami,FL,Miami,Family Law Firm,7,$800K-$2M,Robert Jeffrey,Founding Attorney
Cortes Hodz Family Law & Mediation PA,Tampa,FL,Tampa,Family Law Firm,6,$800K-$2M,Managing Partner,Managing Partner
JOS Family Law,Orange County,CA,Orange County,Family Law Firm,7,$800K-$2M,Binoye Jos,Founding Attorney
Armstrong Legal Immigration Law Firm,Dallas,TX,Dallas,Immigration Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Ramos Law,Phoenix,AZ,Phoenix,Personal Injury Law Firm,8,$800K-$2M,Joseph Ramos,Founding Attorney
Accuretta Inc CPA,Los Angeles,CA,Los Angeles,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Counsel CPAs,Los Angeles,CA,Los Angeles,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Price Kong,Phoenix,AZ,Phoenix,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
Apex CPAs & Consultants,Phoenix,AZ,Phoenix,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Howard CPA LLC,Houston,TX,Houston,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
HRSS CPAs,Houston,TX,Houston,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
GLSC & Company PLLC,Miami,FL,Miami,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Farber CPA,New Jersey,NJ,Northern New Jersey,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
CG Team,New Jersey,NJ,Northern New Jersey,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Dimeta Smith CPA LLC,Nashville,TN,Nashville,CPA Firm,5,$500K-$1M,Dimeta Smith,Owner
CPA Firm Denver,Denver,CO,Denver,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Fraser Waldrop & Company CPAs Inc,Denver,CO,Denver,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Prudent Accountants,Minneapolis,MN,Minneapolis,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Howard Howard and Hodges,Orlando,FL,Orlando,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Kreischer Miller,Philadelphia,PA,Philadelphia,CPA Firm,15,$1M-$2M,Managing Partner,Managing Partner
McGovern & Associates PC,Philadelphia,PA,Philadelphia,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Duffy Kruspodin LLP,Orange County,CA,Orange County,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Paul Anderson CPA,San Diego,CA,San Diego,CPA Firm,5,$500K-$1M,Paul Anderson,Owner
Levin & Associates,Chicago,IL,Chicago,Family Law Firm,10,$1M-$3M,Managing Partner,Managing Partner
Shemesh Family Law,Dallas,TX,Dallas,Family Law Firm,6,$800K-$2M,Amber Shemesh,Founding Attorney
The Solomon Firm,Atlanta,GA,Atlanta,Family Law Firm,7,$800K-$2M,Managing Partner,Managing Partner
Eittreim Martin Cutler LLC,Atlanta,GA,Atlanta,Family Law Firm,8,$800K-$2M,Managing Partner,Managing Partner
PMI New York City,New York,NY,New York City,Property Management Company,10,$1M-$3M,Principal,Managing Partner
My Property Man,New York,NY,New York City,Property Management Company,8,$500K-$2M,Owner,Owner
MD Squared Property Group,New York,NY,New York City,Property Management Company,12,$1M-$3M,Dawn Dickstein,Co-Founder
Building Equity Management,New York,NY,New York City,Property Management Company,10,$1M-$3M,Brian Reilly,Co-Owner
XL Real Property Management,New York,NY,New York City,Property Management Company,8,$500K-$2M,Dylan Pichulik,Owner
EBMG,New York,NY,New York City,Property Management Company,15,$1M-$3M,Principal,Managing Partner
Florida Property Management Strategies,Miami,FL,Miami,HOA Management Firm,10,$500K-$2M,Principal,Managing Partner
JMK Property Management,Miami,FL,Miami,Property Management Company,8,$500K-$2M,Principal,Owner
Novel Management,Miami,FL,Miami,Property Management Company,6,$500K-$1.5M,Principal,Owner
Trident Management,Miami,FL,Miami,Property Management Company,8,$500K-$2M,Jason,Owner
Exclusive Property Management Group,Miami,FL,Miami,Property Management Company,10,$500K-$2M,Principal,Managing Partner
TruHaven Homes,Chicago,IL,Chicago,HOA Management Firm,8,$500K-$1.5M,Owner,Owner
Forth Group,Chicago,IL,Chicago,HOA Management Firm,12,$1M-$3M,Principal,Managing Partner
KM Realty Group LLC,Chicago,IL,Chicago,HOA Management Firm,10,$500K-$2M,Principal,Owner
AssociationOne,Chicago,IL,Chicago,HOA Management Firm,10,$500K-$2M,Principal,Managing Partner
Hales Property Management,Chicago,IL,Chicago,Property Management Company,15,$1M-$3M,Principal,Managing Partner
TCS Management,Nashville,TN,Nashville,Property Management Company,10,$500K-$2M,Principal,Owner
Southern Sky Realty,Nashville,TN,Nashville,Property Management Company,6,$500K-$1.5M,Principal,Owner
Omni Realtors and Property Management,Nashville,TN,Nashville,Property Management Company,8,$500K-$2M,Owner,Owner
Aria Properties,Nashville,TN,Nashville,Property Management Company,10,$500K-$2M,Principal,Owner
Browning-Gordon & Company,Nashville,TN,Nashville,Property Management Company,12,$1M-$3M,Principal,Managing Partner
Cole Group Property Management,Dallas,TX,Dallas,Property Management Company,8,$500K-$2M,Principal,Owner
Agave & Pine Property Management,Dallas,TX,Dallas,Property Management Company,8,$500K-$2M,Anthony Cole,Founder
McCaw Property Management,Dallas,TX,Dallas,Property Management Company,10,$500K-$2M,Principal,Owner
JoGip Property Management,Dallas,TX,Dallas,Property Management Company,8,$500K-$2M,Principal,Owner
Plat Realty,Dallas,TX,Dallas,Property Management Company,6,$500K-$1.5M,Principal,Owner
Atlanta Intown Dwellings,Atlanta,GA,Atlanta,Real Estate Brokerage,8,$1M-$3M,Cherie King,Managing Broker
Resurgens Residential,Atlanta,GA,Atlanta,Real Estate Brokerage,10,$1M-$5M,Principal,Managing Partner
Intown Elite,Atlanta,GA,Atlanta,Real Estate Brokerage,8,$1M-$3M,Principal,Owner
Williams Realty & Consulting,Atlanta,GA,Atlanta,Real Estate Brokerage,6,$1M-$3M,Principal,Owner
Beacham & Company Realtors,Atlanta,GA,Atlanta,Real Estate Brokerage,15,$2M-$5M,Principal,Owner
THE COLLECTIVE Real Estate,Atlanta,GA,Atlanta,Real Estate Brokerage,8,$1M-$3M,Brandon Rory Cunningham,Founder
Best Atlanta Properties,Atlanta,GA,Atlanta,Real Estate Brokerage,6,$1M-$3M,Principal,Owner
Integrity First Lending,Houston,TX,Houston,Mortgage Brokerage,10,$500K-$2M,Principal,Owner
CLM Mortgage Inc,Houston,TX,Houston,Mortgage Brokerage,8,$500K-$2M,Principal,Owner
Blink Lending,Houston,TX,Houston,Mortgage Brokerage,8,$500K-$2M,Principal,Owner
DMR Mortgage,Houston,TX,Houston,Mortgage Brokerage,6,$500K-$1.5M,Principal,Owner
Champions Mortgage,Houston,TX,Houston,Mortgage Brokerage,10,$500K-$2M,Principal,Owner
Personnel Services Unlimited,Charlotte,NC,Charlotte,Staffing Agency,12,$1M-$5M,Principal,Owner
Career Strategy Consultants,Charlotte,NC,Charlotte,Staffing Agency,10,$1M-$5M,Principal,Owner
GoodWork Staffing,Charlotte,NC,Charlotte,Staffing Agency,8,$1M-$3M,Principal,Owner
All Seasons Wealth,Tampa,FL,Tampa,Wealth Management Firm,10,$1M-$5M,Principal,Managing Partner
Wealth Advisors of Tampa Bay,Tampa,FL,Tampa,Wealth Management Firm,8,$1M-$3M,Principal,Managing Partner
Water Street Wealth Management,Tampa,FL,Tampa,Wealth Management Firm,8,$1M-$3M,Principal,Managing Partner
Garrison Asset Management,Tampa,FL,Tampa,Wealth Management Firm,6,$1M-$3M,Garrison Urette,Founder
Success Wealth Management,Tampa,FL,Tampa,Wealth Management Firm,8,$1M-$3M,Principal,Managing Partner
Four Corners Wealth Partners,Phoenix,AZ,Phoenix,Financial Advisory Firm,8,$1M-$3M,Principal,Managing Partner
Continuum Wealth Management,Scottsdale,AZ,Phoenix,Financial Advisory Firm,10,$1M-$5M,Principal,Owner
Farnam Financial,Phoenix,AZ,Phoenix,Financial Advisory Firm,6,$1M-$3M,Principal,Owner
LifeManaged Financial Advisors,Phoenix,AZ,Phoenix,Financial Advisory Firm,8,$1M-$3M,Principal,Owner
ABLE Financial Group,Scottsdale,AZ,Phoenix,Financial Advisory Firm,10,$1M-$5M,Principal,Managing Partner
Fullerton Financial Planning,Phoenix,AZ,Phoenix,Financial Advisory Firm,6,$1M-$3M,Principal,Owner
J. Kent Staffing,Denver,CO,Denver,Staffing Agency,15,$1M-$5M,Principal,Owner
Trimble & Associates Recruiting,Denver,CO,Denver,Recruiting Agency,8,$1M-$3M,Tom Trimble,Owner
Job Store Staffing,Denver,CO,Denver,Staffing Agency,18,$2M-$5M,Principal,Owner
Community Management Specialists,Orlando,FL,Orlando,HOA Management Firm,12,$500K-$2M,Principal,Managing Partner
Beacon Community Management,Orlando,FL,Orlando,HOA Management Firm,10,$500K-$2M,Scott St Clair,Founder
Leland Management,Orlando,FL,Orlando,HOA Management Firm,15,$1M-$3M,Principal,Owner
Premier Association Management,Orlando,FL,Orlando,HOA Management Firm,8,$500K-$1.5M,Principal,Owner
Maisonre,Los Angeles,CA,Los Angeles,Real Estate Brokerage,10,$1M-$5M,Principal,Managing Broker
ACME Real Estate,Los Angeles,CA,Los Angeles,Real Estate Brokerage,12,$2M-$5M,Principal,Owner
Real Estate Collective,Los Angeles,CA,Los Angeles,Real Estate Brokerage,8,$1M-$3M,Principal,Owner
The L.A. Real Estate Agency,Los Angeles,CA,Los Angeles,Real Estate Brokerage,8,$1M-$3M,Principal,Owner
Carolwood Estates,Beverly Hills,CA,Los Angeles,Real Estate Brokerage,10,$2M-$5M,Principal,Managing Partner
Brightwire Loans,Northern New Jersey,NJ,Northern New Jersey,Mortgage Brokerage,8,$500K-$2M,Principal,Owner
